No fault found,Ohle clear on inspection  ]
No fault found,"Breaker trip on HM-7 section. Up fast, and depot sidings checked between Longsight South and North. No cause was found.]"
No fault found,"Breaker trip on HM-7 section. Up fast, and depot sidings checked between Longsight South and North. No cause was found.]"
No fault found,"Breaker trip on HM-7 section. Up fast, and depot sidings checked between Longsight South and North. No cause was found.]"
No fault found,Ohle inspected and no damage found.  ]
No fault found,Ohle inspected and no damage found.  ]
No fault found,Inspection completed and found nothing. Ohle fit on inspection  ]
No fault found,Inspection completed and found nothing. Ohle fit on inspection  ]
No fault found,Whole section patrolled no fault found Whole section patrolled no fault found ]
No fault found,Whole section patrolled no fault found Whole section patrolled no fault found ]
No fault found,
No fault found,
No fault found,
No fault found,section patrolled and inspected all ok no cause found]
No fault found,Patrolled no fault found ]
No fault found,Patrolled no fault found ]
No fault found,Patrolled no fault found ]
No fault found,
No fault found,
No fault found,Platform 2 inspected by Jody Mottram and confirmed no cause found and all OLE was fit for purpose.  ]
No fault found,Patrol of area carried out no issues found ]
No fault found,Patrol of area carried out no issues found ]
No fault found,"Area Patrolled, no cause found.  ]"
No fault found,"Area Patrolled, no cause found.  ]"
No fault found,Area patrolled by John rainford and confirmed fit for purpose no cause could be found.  ]
No fault found,Area patrolled by John rainford and confirmed fit for purpose no cause could be found.  ]
No fault found,"Patrolled nothing found, fit for purpose  ]"
No fault found,"Patrolled nothing found, fit for purpose  ]"
No fault found,
No fault found,
No fault found,
No fault found,Area patrolled nothing found ]
No fault found,Area patrolled nothing found ]
No fault found,Equipment checked no immediate issue  ]
No fault found,Equipment checked no immediate issue  ]
No fault found,"PATROL OF AH-5 CARRIED OUT. NO POSSIBLE CAUSE FOUND, NO DAMAGE TO O.L.E. FOUND.]"
No fault found,fault on line closed correctly when fault removed 03.06.20 06:30]
No fault found,fault on line closed correctly when fault removed 03.06.20 06:30]
No fault found,fault on line closed correctly when fault removed 03.06.20 06:30]
No fault found,fault on line closed correctly when fault removed 03.06.20 06:30]
No fault found,
No fault found,
No fault found,
No fault found,Patrolled  ]
No fault found,Patrolled  ]
No fault found,Patrolled under T3 as we were there doing routine maintenance  ]
No fault found,Patrolled under T3 as we were there doing routine maintenance  ]
No fault found,Patrolled but nothing found.  ]
No fault found,Patrolled but nothing found.  ]
No fault found,Patrolled but nothing found.  ]
No fault found,Breaker trip on HM-4. Cab patrol carried out 06/08/2020 and no cause found. Area inspected on foot 09/08/2020 and no cause found.  ]
No fault found,Breaker trip on HM-4. Cab patrol carried out 06/08/2020 and no cause found. Area inspected on foot 09/08/2020 and no cause found.  ]
No fault found,Patrolled from the 13m20c to 14m60c  Nothing found  ]
No fault found,Patrolled from the 13m20c to 14m60c  Nothing found  ]
No fault found,Hunsbury hill tunnel checked by Bletchley Ohl   Rugby Ohl patrolled from no1 box Npton to patfordbridge nothing found no further action required  ]
No fault found,Hunsbury hill tunnel checked by Bletchley Ohl   Rugby Ohl patrolled from no1 box Npton to patfordbridge nothing found no further action required  ]
No fault found,Hunsbury hill tunnel checked by Bletchley Ohl   Rugby Ohl patrolled from no1 box Npton to patfordbridge nothing found no further action required  ]
No fault found,Hunsbury hill tunnel checked by Bletchley Ohl   Rugby Ohl patrolled from no1 box Npton to patfordbridge nothing found no further action required  ]
No fault found,Hunsbury hill tunnel checked by Bletchley Ohl   Rugby Ohl patrolled from no1 box Npton to patfordbridge nothing found no further action required  ]
No fault found,Hunsbury hill tunnel checked by Bletchley Ohl   Rugby Ohl patrolled from no1 box Npton to patfordbridge nothing found no further action required  ]
No fault found,Patrolled nothing amiss all clear  ]
No fault found,Area patrolled under lineblockage no fault found ]
No fault found,Area patrolled under lineblockage no fault found ]
No fault found,Patrolled under T3 as we were there doing routine maintenance  ]
No fault found,Patrolled under T3 as we were there doing routine maintenance  ]
No fault found,Patrolled under T3 as we were there doing routine maintenance  ]
No fault found,Patrolled under T3 as we were there doing routine maintenance  ]
No fault found,Wx-14 down main breaker trip . Area patrolled and nothing found .  ]
No fault found,Wx-14 down main breaker trip . Area patrolled and nothing found .  ]
No fault found,Wx-14 down main breaker trip . Area patrolled and nothing found .  ]
No fault found,Wx-14 down main breaker trip . Area patrolled and nothing found .  ]
No fault found,Area patrolled no fault found. Please close  ]
No fault found,Area patrolled by O WIlson no fault found please close. ]
No fault found,Area patrolled no fault found ]
No fault found,Area patrolled no fault found ]
No fault found,Patrolled where we could get to when trains are running. Some parts not patrolled. Section patrol completed nothing found amiss to fully restore]
No fault found,Patrolled where we could get to when trains are running. Some parts not patrolled. Section patrol completed nothing found amiss to fully restore]
No fault found,Cab patrolled no cause found ]
No fault found,Patrolled no fault found ]
No fault found,Patrolled no fault found ]
No fault found,Patrolled no fault found ]
No fault found,Patrolled no fault found ]
No fault found,Area patrolled with no fault found  ]
No fault found,Area patrolled with no fault found  ]
No fault found,"No fault found, OLE fit for purpose ]"
No fault found,Area patrolled under lookout protection no cause found ]
No fault found,Area patrolled under lookout protection no cause found ]
No fault found,Patrolled on foot no fault found.  ]
No fault found,Patrolled on foot no fault found.  ]
No fault found,OLE staff patrolled as much of the site as possible and nothing found ]
No fault found,OLE staff patrolled as much of the site as possible and nothing found ]
No fault found,Whole section patrolled no fault found ]
No fault found,Whole section patrolled no fault found ]
No fault found,Pn-13 patrolled after tripping  PATROLLED NOTHING FOUND  ]
No fault found,Pn-13 patrolled after tripping  PATROLLED NOTHING FOUND  ]
No fault found,
No fault found,
No fault found,
No fault found,Patrolled  ]
No fault found,Patrolled  ]
No fault found,Patrolled  ]
No fault found,Area patrolled with no fault found ]
No fault found,Area patrolled with no fault found ]
No fault found,Area patrolled with no fault found ]
No fault found,Area patrolled with no fault found ]
No fault found,"Inspected,no fault found ]"
No fault found,"Inspected,no fault found ]"
No fault found,Inspected from safe cess using IRP. Can patrolled also and no cause found ]
No fault found,Inspected from safe cess using IRP. Can patrolled also and no cause found ]
No fault found,Depot inspected no cause found ]
No fault found,Depot inspected no cause found ]
No fault found,Patrolled- no fault found within section - no cause for concern  ]
No fault found,Patrolled- no fault found within section - no cause for concern  ]
No fault found,
No fault found,
No fault found,No fault found ]
No fault found,No fault found ]
No fault found,No fault found ]
No fault found,No fault found ]
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,No fault found after patrolled  ]
No fault found,No fault found after patrolled  ]
No fault found,No fault found after patrolled  ]
No fault found,No fault found after patrolled  ]
No fault found,No fault found. ]
No fault found,OLE fit for purpose  ]
No fault found,OLE fit for purpose  ]
No fault found,Area patrolled between Ashburys and Guide Bridge using IRP.   No cause found ]
No fault found,Area patrolled between Ashburys and Guide Bridge using IRP.   No cause found ]
No fault found,
No fault found,
No fault found,No fault found ]
No fault found,No fault found ]
No fault found,"No fault found, OLE fit for purpose  ]"
No fault found,Cab patrol no cause found Cab patrolled no cause found no accurate DTF available due to isolations in this area so optimho readings station V-Fail ]
No fault found,
No fault found,
No fault found,
No fault found,"Location of flash and bang patrolled nothing found, staff to carry out further patrol and raise a work order. ]"
No fault found,"Location of flash and bang patrolled nothing found, staff to carry out further patrol and raise a work order. ]"
No fault found,"Sections were patrolled via a Cab Patrol, from Manchester Airport to Manchester Piccadilly and back. No Fault or OHL Defect was found. ]"
No fault found,Line opened to line speed after A Armiger watched a train through re-instated section of OLE ]
No fault found,Line opened to line speed after A Armiger watched a train through re-instated section of OLE ]
No fault found,Line opened to line speed after A Armiger watched a train through re-instated section of OLE ]
No fault found,Patrolled distant to fault area G98/01 to G96/13 ]
No fault found,Patrolled distant to fault area G98/01 to G96/13 ]
No fault found,Patrolled distant to fault area G98/01 to G96/13 ]
No fault found,Patrolled no fault found ]
No fault found,Patrolled no fault found ]
No fault found,Patrolled in vicinity of distance to fault nothing found  ]
No fault found,Patrolled in vicinity of distance to fault nothing found  ]
No fault found,Equipment checked no immediate issue  ]
No fault found,Equipment checked no immediate issue  ]
No fault found,Electrical section patrolled. Not cause of fault found ]
No fault found,Patrolled by Jeff Richardson no cause found ole in good condition ]
No fault found,Patrolled by Jeff Richardson no cause found ole in good condition ]
No fault found,Patrolled from bent lane to centurion way no cause found ]
No fault found,Patrolled from bent lane to centurion way no cause found ]
No fault found,Patrolled in vicinity of distance to fault from Stoke tsc to the 19mp ]
No fault found,Patroled from Carleton Crossing PB25/05 to Blackpool Station Blackpool  North Station PB28/17. Nothing found No damage to OLE ]
No fault found,Patroled from Carleton Crossing PB25/05 to Blackpool Station Blackpool  North Station PB28/17. Nothing found No damage to OLE ]
No fault found,Patroled from Carleton Crossing PB25/05 to Blackpool Station Blackpool  North Station PB28/17. Nothing found No damage to OLE ]
No fault found,Patroled from Carleton Crossing PB25/05 to Blackpool Station Blackpool  North Station PB28/17. Nothing found No damage to OLE ]
No fault found,Patroled from Carleton Crossing PB25/05 to Blackpool Station Blackpool  North Station PB28/17. Nothing found No damage to OLE ]
No fault found,Patrol of AH-5 no problems found with OLE. ]
No fault found,Area patrolled no fault found]
No fault found,Area patrolled no fault found]
No fault found,Patrolled no fault found  ]
No fault found,Patrolled no fault found  ]
No fault found,Patrolled no fault found  ]
No fault found,Patrolled no fault found  ]
No fault found,Patrolled no fault found  ]
No fault found,Area patrolled by P Manaher and reports NFF please close  ]
No fault found,
No fault found,
No fault found,
No fault found,Electrical section patrolled. No fault found ]
No fault found,Electrical section patrolled. No fault found ]
No fault found,Electrical section patrolled. No fault found ]
No fault found,Area inspected on foot patrol no cause found ]
No fault found,Area inspected on foot patrol no cause found ]
No fault found,Patrolled no fault found ]
No fault found,Patrolled no fault found ]
No fault found,Patrolled no fault found ]
No fault found,"PATROL OF AE-3 CARRIED OUT. NO POSSIBLE CAUSE FOUND, NO DAMAGE TO O.L.E. FOUND.]"
No fault found,"PATROL OF AE-3 CARRIED OUT. NO POSSIBLE CAUSE FOUND, NO DAMAGE TO O.L.E. FOUND.]"
No fault found,"PATROL OF AE-3 CARRIED OUT. NO POSSIBLE CAUSE FOUND, NO DAMAGE TO O.L.E. FOUND.]"
No fault found,"PATROL OF AE-3 CARRIED OUT. NO POSSIBLE CAUSE FOUND, NO DAMAGE TO O.L.E. FOUND.]"
No fault found,Area inspected on foot no cause found ]
No fault found,Area inspected on foot no cause found ]
No fault found,Foot patrol completed from Leighton Buzzard-Bletchley TSC.  ]
No fault found,Foot patrol completed from Leighton Buzzard-Bletchley TSC.  ]
No fault found,
No fault found,
No fault found,"Patrolled through site G146/01 to G150/11 checking for damage or cause , nothing found .   ]"
No fault found,"Patrolled through site G146/01 to G150/11 checking for damage or cause , nothing found .   ]"
No fault found,Section of the up fast including alstom depot patrolled on foot. No cause found  ]
No fault found,
No fault found,
No fault found,Patrol of section AH-5 no problems found with the ole. ]
No fault found,OLE fit for purpose  ]
No fault found,patroled]
No fault found,patroled]
No fault found,Optimo reading 9 km from queensville patrolled gailey tsc and littletons to penkridge no fault found ]
No fault found,Optimo reading 9 km from queensville patrolled gailey tsc and littletons to penkridge no fault found ]
No fault found,Optimo reading 9 km from queensville patrolled gailey tsc and littletons to penkridge no fault found ]
No fault found,Optimo reading 9 km from queensville patrolled gailey tsc and littletons to penkridge no fault found ]
No fault found,Optimo reading 9 km from queensville patrolled gailey tsc and littletons to penkridge no fault found ]
No fault found,Patrol of section AH-5 red zone no problems found with OLE. ]
No fault found,Patrol of section AH-5 red zone no problems found with OLE. ]
No fault found,No fault found ]
No fault found,No fault found ]
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,Area patrolled with no fault found  ]
No fault found,Area patrolled with no fault found  ]
No fault found,Area patrolled with no fault found  ]
No fault found,Area patrolled with no fault found  ]
No fault found,Area patrolled with no fault found  ]
No fault found,Area patrolled with no fault found  ]
No fault found,Area patrolled nothing found ]
No fault found,Area patrolled nothing found ]
No fault found,Area patrolled with no fault found  ]
No fault found,Area patrolled with no fault found  ]
No fault found,Area patrolled with no fault found  ]
No fault found,Patrolled nothing found  ]
No fault found,Patrolled nothing found  ]
No fault found,Patrolled nothing found  ]
No fault found,Patrolled nothing found  ]
No fault found,Section foot patrolled and neutral sections inspected.  No cause found. ]
No fault found,Section foot patrolled and neutral sections inspected.  No cause found. ]
No fault found,No fault found after patrolling. All fit for purpose  ]
No fault found,No fault found after patrolling. All fit for purpose  ]
No fault found,Patrolled no fault found ]
No fault found,Patrolled no fault found ]
No fault found,Patrol of electrical section patrolled. No cause of fault found ]
No fault found,
No fault found,
No fault found,Optimho reading taken from Newton and section patrolled. No cause found.  ]
No fault found,Inspected but no fault found  Patrolled all okay nothing seen by Stafford OHL. ]
No fault found,Inspected but no fault found  Patrolled all okay nothing seen by Stafford OHL. ]
No fault found,Optimhos taken from Newton TSC and section inspected on foot. No cause found. ]
No fault found,Cab patrolled from Manchester Piccadilly to Manchester Airport & Back. No OHL Defect was found.  ]
No fault found,Cab patrolled from Manchester Piccadilly to Manchester Airport & Back. No OHL Defect was found.  ]
No fault found,Patrolled electrical section no fault found ]
No fault found,Area cab patrolled by Ryan smith no cause found  ]
No fault found,Area cab patrolled by Ryan smith no cause found  ]
No fault found,Patrolled with LOWS protection no fault found  ]
No fault found,Patrolled with LOWS protection no fault found  ]
No fault found,Pn-13 patrolled after tripping  Patrolled Brinklow to Shilton E.O.A.  Nothing found.  ]
No fault found,Pn-13 patrolled after tripping  Patrolled Brinklow to Shilton E.O.A.  Nothing found.  ]
No fault found,"Been in the area all week doing high level inspection and no fault found, also the weekend before the rest of the section was patrolled under lineblockage and no fault found ]"
No fault found,"Been in the area all week doing high level inspection and no fault found, also the weekend before the rest of the section was patrolled under lineblockage and no fault found ]"
No fault found,"Been in the area all week doing high level inspection and no fault found, also the weekend before the rest of the section was patrolled under lineblockage and no fault found ]"
No fault found,Patrolled and no fault found ]
No fault found,Patrolled and no fault found ]
No fault found,Patrolled nothing found  ]
No fault found,Patrolled nothing found  ]
No fault found,Patrolled nothing found  ]
No fault found,Restored.]
No fault found,Restored.]
No fault found,Restored.]
No fault found,Patrolled  ]
No fault found,Patrolled  ]
No fault found,Patrolled  ]
No fault found,"Foot patrol from Leighton Buzzard-Bletchley TSC, nothing found.]"
No fault found,"Foot patrol from Leighton Buzzard-Bletchley TSC, nothing found.]"
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,Patrolled under lineblockage over 2 nights and no fault found  ]
No fault found,PATROLLED nothing found ]
No fault found,PATROLLED nothing found ]
No fault found,No fault found  No fault found  ]
No fault found,No fault found  No fault found  ]
No fault found,Foot patrol and cab ride nothing found HM14  ]
No fault found,Foot patrol and cab ride nothing found HM14  ]
No fault found,Full patrol nothing found fit for passage of trains  ]
No fault found,"Area patrolled, inspected and also carried out a cab ride. No fault found. Suspected pan fault because train in section at time of trip ]"
No fault found,Nothing found. No further action.]
No fault found,Nothing found. No further action.]
No fault found,Electrical section walked from Guide bridge to Gorton. No fault found with the OLE  ]
No fault found,Electrical section walked from Guide bridge to Gorton. No fault found with the OLE  ]
No fault found,PL4 OCB Fault patrolled full section nothing found please close  ]
No fault found,PL4 OCB Fault patrolled full section nothing found please close  ]
No fault found,Patrol of section AE-12 Red zone no problems found with OLE. ]
No fault found,Area patrolled no fault found  ]
No fault found,Area patrolled no fault found  ]
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,Area patrolled no fault found  ]
No fault found,Area patrolled no fault found  ]
No fault found,Inspected from Ford sidings through to St Michael's road. Nothing found ]
No fault found,Inspected from Ford sidings through to St Michael's road. Nothing found ]
No fault found,Area patrolled no fault found  ]
No fault found,Area patrolled no fault found  ]
No fault found,ALL PATROLLED AOK..]
No fault found,ALL PATROLLED AOK..]
No fault found,ALL PATROLLED AOK..]
No fault found,Area patrolled No fault found please close  ]
No fault found,Area patrolled No fault found please close  ]
No fault found,Area patrolled No fault found please close  ]
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,Patrolled section nothing found no further action required  ]
No fault found,Patrolled section nothing found no further action required  ]
No fault found,PL1 - 4 PL5 OCB Fault. Reports of wire hanging in the depot. I have arrived and spoken to the train crew who reported the fault he showed me where he saw the flash and there is no damage to the OLE. I have walked the depot and nothing found. Possibly a train fault as it doesn't make sense we're the flash happened midspan. Please close this Fault. L Millea  16:00 Breakers reset and held.]
No fault found,PL1 - 4 PL5 OCB Fault. Reports of wire hanging in the depot. I have arrived and spoken to the train crew who reported the fault he showed me where he saw the flash and there is no damage to the OLE. I have walked the depot and nothing found. Possibly a train fault as it doesn't make sense we're the flash happened midspan. Please close this Fault. L Millea  16:00 Breakers reset and held.]
No fault found,PL1 - 4 PL5 OCB Fault. Reports of wire hanging in the depot. I have arrived and spoken to the train crew who reported the fault he showed me where he saw the flash and there is no damage to the OLE. I have walked the depot and nothing found. Possibly a train fault as it doesn't make sense we're the flash happened midspan. Please close this Fault. L Millea  16:00 Breakers reset and held.]
No fault found,PL1 - 4 PL5 OCB Fault. Reports of wire hanging in the depot. I have arrived and spoken to the train crew who reported the fault he showed me where he saw the flash and there is no damage to the OLE. I have walked the depot and nothing found. Possibly a train fault as it doesn't make sense we're the flash happened midspan. Please close this Fault. L Millea  16:00 Breakers reset and held.]
No fault found,PL1 - 4 PL5 OCB Fault. Reports of wire hanging in the depot. I have arrived and spoken to the train crew who reported the fault he showed me where he saw the flash and there is no damage to the OLE. I have walked the depot and nothing found. Possibly a train fault as it doesn't make sense we're the flash happened midspan. Please close this Fault. L Millea  16:00 Breakers reset and held.]
No fault found,Inspected NFF]
No fault found,Inspected NFF]
No fault found,Area patrolled no damage found]
No fault found,Area patrolled no damage found]
No fault found,Area inspected by Tony arkell. No cause found. Optimho readings taken ]
No fault found,Area inspected by Tony arkell. No cause found. Distance to fault suggests area to be around Newton Sub. Distribution advised.  ]
No fault found,Area inspected by Tony arkell. No cause found. Distance to fault suggests area to be around Newton Sub. Distribution advised.  ]
No fault found,
No fault found,
No fault found,"Foot patrol Ashton Neutral Section- Weedon TSC, nothing found that you could attribute for this breaker op. ]"
No fault found,"Foot patrol Ashton Neutral Section- Weedon TSC, nothing found that you could attribute for this breaker op. ]"
No fault found,"Foot patrol Ashton Neutral Section- Weedon TSC, nothing found that you could attribute for this breaker op. ]"
No fault found,"Foot patrol Ashton Neutral Section- Weedon TSC, nothing found that you could attribute for this breaker op. ]"
No fault found,"Foot patrol Ashton Neutral Section- Weedon TSC, nothing found that you could attribute for this breaker op. ]"
No fault found,"Foot patrol Ashton Neutral Section- Weedon TSC, nothing found that you could attribute for this breaker op. ]"
No fault found,"Foot patrol Ashton Neutral Section- Weedon TSC, nothing found that you could attribute for this breaker op. ]"
No fault found,Patrolled ]
No fault found,Patrolled ]
No fault found,Inspected around neutral section after reports bs28/12 flash and bang. We inspected all bonding and earthing in neutral section no faults found ]
No fault found,Inspected around neutral section after reports bs28/12 flash and bang. We inspected all bonding and earthing in neutral section no faults found ]
No fault found,"Fit for purpose, no action needed ]"
No fault found,"Fit for purpose, no action needed ]"
No fault found,Patrol of section no problems found with the OLE. ]
No fault found,Patrol of section no problems found with the OLE. ]
No fault found,Patrol of section no problems found with the OLE. ]
No fault found,Patrol of section no problems found with the OLE. ]
No fault found,
No fault found,
No fault found,Area inspected by Tony arkell and no cause found. Distance to fault suggest issue is around Newton sub. Distribution advised ]
No fault found,Area inspected by Tony arkell and no cause found. Distance to fault suggest issue is around Newton sub. Distribution advised ]
No fault found,Patrol of section AH-5 No problems found with OLE. ]
No fault found,No fault found after patrolled area  ]
No fault found,No fault found after patrolled area  ]
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,Area patrolled no fault found ]
No fault found,Area patrolled no fault found ]
No fault found,Area patrolled no fault found ]
No fault found,Area patrolled no fault found ]
No fault found,Area patrolled no fault found  ]
No fault found,Area patrolled no fault found  ]
No fault found,Area patrolled no fault found  ]
No fault found,Area patrolled no fault found  ]
No fault found,No fault found  No fault found  ]
No fault found,No fault found  No fault found  ]
No fault found,Area patrolled no fault found  ]
No fault found,Area patrolled no fault found  ]
No fault found,Area patrolled no fault found  ]
No fault found,Area patrolled no fault found  ]
No fault found,Patrolled nothing found  ]
No fault found,Patrolled nothing found  ]
No fault found,Area patrolled no fault found  ]
No fault found,Area patrolled no fault found  ]
No fault found,
No fault found,Area patrolled no fault found  ]
No fault found,Area patrolled no fault found  ]
No fault found,Area patrolled no fault found  ]
No fault found,Area patrolled no fault found  ]
No fault found,
No fault found,
No fault found,
No fault found,
No fault found,Patrol of section no problems found with the OLE. ]
No fault found,
No fault found,
No fault found,Nothing found  ]
No fault found,Nothing found  ]
No fault found,Area identified by optimo reading patrolled by Ohl staff no cause found ]
No fault found,Area identified by optimo reading patrolled by Ohl staff no cause found ]
No fault found,Patrol of AH-5 around the ALSTROM Yard no problems found with OLE. ]
No fault found,Visual inspection no fault found ]
No fault found,Visual inspection no fault found ]
No fault found,Patrol of section no problems found with the OLE. ]
No fault found,Patrol of section no problems found with the OLE. ]
No fault found,Area patrolled using Zolner no fault found ]
No fault found,Area patrolled using Zolner no fault found ]
No fault found,
No fault found,
No fault found,CW-20 tripped on 27/05/2020 at 0652 on the DS 2.7km from Whitmore.  Patrolled on the 27/05/20 with no fault found and no obvious reason for the breaker operation.  OHL fit for purpose with no obvious damage.  ]
